Brutto Netto Lohnsteuer Sozialabgaben effektive-prozentuale-Lohnsteuerbelastung*1000
67300 49006.98 18293.02 12640.00 27.18
67400 49064.98 18335.02 12650.60 27.20
67500 49122.98 18377.02 12661.20 27.22
67600 49180.98 18419.02 12671.80 27.24
67700 49238.98 18461.02 12682.40 27.26
67800 49296.98 18503.02 12693.00 27.29
67900 49354.98 18545.02 12703.60 27.31
68000 49412.98 18587.02 12714.20 27.33
68100 49470.98 18629.02 12724.80 27.35
68200 49528.98 18671.02 12735.40 27.37
68300 49586.98 18713.02 12746.00 27.39
68400 49644.98 18755.02 12756.60 27.41
68500 49702.98 18797.02 12767.20 27.44
68600 49760.98 18839.02 12777.80 27.46
68700 49818.98 18881.02 12788.40 27.48
68800 49876.98 18923.02 12799.00 27.50
68900 49934.98 18965.02 12809.60 27.52
69000 49992.98 19007.02 12820.20 27.54
69100 50050.98 19049.02 12830.80 27.56
69200 50108.98 19091.02 12841.40 27.58
69300 50166.98 19133.02 12852.00 27.60
69400 50224.98 19175.02 12862.60 27.62
69500 50282.98 19217.02 12873.20 27.65
69600 50340.98 19259.02 12883.80 27.67
69700 50398.98 19301.02 12894.40 27.69
69800 50456.98 19343.02 12905.00 27.71
69900 50514.98 19385.02 12915.60 27.73
70000 50572.98 19427.02 12926.20 27.75
70100 50630.98 19469.02 12936.80 27.77
70200 50688.98 19511.02 12947.40 27.79
70300 50746.98 19553.02 12958.00 27.81
70400 50804.98 19595.02 12968.60 27.83
70500 50862.98 19637.02 12979.20 27.85
70600 50920.98 19679.02 12989.80 27.87
70700 50978.98 19721.02 13000.40 27.89
70800 51036.98 19763.02 13011.00 27.91
70900 51094.98 19805.02 13021.60 27.93
71000 51152.98 19847.02 13032.20 27.95
71100 51210.98 19889.02 13042.80 27.97
71200 51268.98 19931.02 13053.40 27.99
71300 51326.98 19973.02 13064.00 28.01
71400 51384.98 20015.02 13074.60 28.03
71500 51442.98 20057.02 13085.20 28.05
71600 51500.98 20099.02 13095.80 28.07
71700 51558.98 20141.02 13106.40 28.09
71800 51616.98 20183.02 13117.00 28.11
71900 51674.98 20225.02 13127.60 28.12
72000 51732.98 20267.02 13138.20 28.14
72100 51790.98 20309.02 13148.80 28.16
72200 51848.98 20351.02 13159.40 28.18
72300 51906.98 20393.02 13170.00 28.20
72400 51964.98 20435.02 13180.60 28.22
72500 52022.98 20477.02 13191.20 28.24
72600 52080.98 20519.02 13201.80 28.26
72700 52138.98 20561.02 13212.40 28.28
72800 52196.98 20603.02 13223.00 28.30
72900 52254.98 20645.02 13233.60 28.31
73000 52312.98 20687.02 13244.20 28.33
73100 52370.98 20729.02 13254.80 28.35
73200 52428.98 20771.02 13265.40 28.37
73300 52486.98 20813.02 13276.00 28.39
73400 52544.98 20855.02 13286.60 28.41
73500 52602.98 20897.02 13297.20 28.43
73600 52660.98 20939.02 13307.80 28.44
73700 52718.98 20981.02 13318.40 28.46
73800 52776.98 21023.02 13329.00 28.48
73900 52834.98 21065.02 13339.60 28.50
74000 52892.98 21107.02 13350.20 28.52
74100 52950.98 21149.02 13360.80 28.54
74200 53008.98 21191.02 13371.40 28.55
74300 53066.98 21233.02 13382.00 28.57
74400 53124.98 21275.02 13392.60 28.59
74500 53182.98 21317.02 13403.20 28.61
74600 53240.98 21359.02 13413.80 28.63
74700 53298.98 21401.02 13424.40 28.64
74800 53356.98 21443.02 13435.00 28.66
74900 53414.98 21485.02 13445.60 28.68
75000 53472.98 21527.02 13456.20 28.70
75100 53530.98 21569.02 13466.80 28.72
75200 53588.98 21611.02 13477.40 28.73
75300 53646.98 21653.02 13488.00 28.75
75400 53704.98 21695.02 13498.60 28.77
75500 53762.98 21737.02 13509.20 28.79
75600 53820.98 21779.02 13519.80 28.80
75700 53878.98 21821.02 13530.40 28.82
75800 53936.98 21863.02 13541.00 28.84
75900 53994.98 21905.02 13551.60 28.86
76000 54052.98 21947.02 13562.20 28.87
76100 54110.98 21989.02 13572.80 28.89
76200 54168.98 22031.02 13583.40 28.91
76300 54226.98 22073.02 13594.00 28.92
76400 54284.98 22115.02 13604.60 28.94
76500 54342.98 22157.02 13615.20 28.96
76600 54400.98 22199.02 13625.80 28.98
76700 54458.98 22241.02 13636.40 28.99
76800 54516.98 22283.02 13647.00 29.01
76900 54574.98 22325.02 13657.60 29.03
77000 54632.98 22367.02 13668.20 29.04
77100 54690.98 22409.02 13678.80 29.06
77200 54748.98 22451.02 13689.40 29.08
77300 54806.98 22493.02 13700.00 29.09
77400 54864.98 22535.02 13710.60 29.11
77500 54922.98 22577.02 13721.20 29.13
77600 54980.98 22619.02 13731.80 29.14
77700 55038.98 22661.02 13742.40 29.16
77800 55096.98 22703.02 13753.00 29.18
77900 55154.98 22745.02 13763.60 29.19
78000 55212.98 22787.02 13774.20 29.21
78100 55270.98 22829.02 13784.80 29.23
78200 55328.98 22871.02 13795.40 29.24
78300 55386.98 22913.02 13806.00 29.26
78400 55444.98 22955.02 13816.60 29.27
78500 55502.98 22997.02 13827.20 29.29
78600 55560.98 23039.02 13837.80 29.31
78700 55618.98 23081.02 13848.40 29.32
78800 55676.98 23123.02 13859.00 29.34
78900 55734.98 23165.02 13869.60 29.35
79000 55792.98 23207.02 13880.20 29.37
79100 55850.98 23249.02 13890.80 29.39
79200 55908.98 23291.02 13901.40 29.40
79300 55966.98 23333.02 13912.00 29.42
79400 56024.98 23375.02 13922.60 29.43
79500 56082.98 23417.02 13933.20 29.45
79600 56140.98 23459.02 13943.80 29.47
79700 56198.98 23501.02 13954.40 29.48
79800 56256.98 23543.02 13965.00 29.50
79900 56314.98 23585.02 13975.60 29.51
80000 56372.98 23627.02 13986.20 29.53
80100 56430.98 23669.02 13996.80 29.54
80200 56488.98 23711.02 14007.40 29.56
80300 56546.98 23753.02 14018.00 29.58
80400 56604.98 23795.02 14028.60 29.59
80500 56662.98 23837.02 14039.20 29.61
80600 56720.98 23879.02 14049.80 29.62
80700 56778.98 23921.02 14060.40 29.64
80800 56836.98 23963.02 14071.00 29.65
80900 56894.98 24005.02 14081.60 29.67
81000 56952.98 24047.02 14092.20 29.68
81100 57010.98 24089.02 14102.80 29.70
81200 57068.98 24131.02 14113.40 29.71
81300 57126.98 24173.02 14124.00 29.73
81400 57184.98 24215.02 14134.60 29.74
81500 57242.98 24257.02 14145.20 29.76
81600 57300.98 24299.02 14155.80 29.77
81700 57358.98 24341.02 14166.40 29.79
81800 57416.98 24383.02 14177.00 29.80
81900 57474.98 24425.02 14187.60 29.82
82000 57532.98 24467.02 14198.20 29.83
82100 57590.98 24509.02 14208.80 29.85
82200 57648.98 24551.02 14219.40 29.86
82300 57706.98 24593.02 14230.00 29.88
82400 57764.98 24635.02 14240.60 29.89
82500 57822.98 24677.02 14251.20 29.91
82600 57880.98 24719.02 14261.80 29.92
82700 57938.98 24761.02 14272.40 29.94
82800 57996.98 24803.02 14283.00 29.95
82900 58054.98 24845.02 14293.60 29.96
83000 58112.98 24887.02 14304.20 29.98
83100 58170.98 24929.02 14314.80 29.99
83200 58228.98 24971.02 14325.40 30.01
83300 58286.98 25013.02 14336.00 30.02
83400 58344.98 25055.02 14346.60 30.04
83500 58402.98 25097.02 14357.20 30.05
83600 58460.98 25139.02 14367.80 30.07
83700 58518.98 25181.02 14378.40 30.08
83800 58576.98 25223.02 14389.00 30.09
83900 58634.98 25265.02 14399.60 30.11
84000 58692.98 25307.02 14410.20 30.12
84100 58750.98 25349.02 14420.80 30.14
84200 58808.98 25391.02 14431.40 30.15
84300 58866.98 25433.02 14442.00 30.16
84400 58924.98 25475.02 14452.60 30.18
84500 58982.98 25517.02 14463.20 30.19
84600 59040.98 25559.02 14473.80 30.21
84700 59098.98 25601.02 14484.40 30.22
84800 59156.98 25643.02 14495.00 30.23
84900 59214.98 25685.02 14505.60 30.25
85000 59272.98 25727.02 14516.20 30.26
85100 59330.98 25769.02 14526.80 30.28
85200 59388.98 25811.02 14537.40 30.29
85300 59446.98 25853.02 14548.00 30.30
85400 59504.98 25895.02 14558.60 30.32
85500 59562.98 25937.02 14569.20 30.33
85600 59620.98 25979.02 14579.80 30.34
85700 59678.98 26021.02 14590.40 30.36
85800 59736.98 26063.02 14601.00 30.37
85900 59794.98 26105.02 14611.60 30.39
86000 59852.98 26147.02 14622.20 30.40
86100 59910.98 26189.02 14632.80 30.41
86200 59968.98 26231.02 14643.40 30.43
86300 60026.98 26273.02 14654.00 30.44
86400 60084.98 26315.02 14664.60 30.45
86500 60142.98 26357.02 14675.20 30.47
86600 60200.98 26399.02 14685.80 30.48
86700 60258.98 26441.02 14696.40 30.49
86800 60316.98 26483.02 14707.00 30.51
86900 60374.98 26525.02 14717.60 30.52
87000 60432.98 26567.02 14728.20 30.53
87100 60490.98 26609.02 14738.80 30.54
87200 60548.98 26651.02 14749.40 30.56
87300 60606.98 26693.02 14760.00 30.57
87400 60664.98 26735.02 14770.60 30.58
87500 60722.98 26777.02 14781.20 30.60
87600 60780.98 26819.02 14791.80 30.61
87700 60838.98 26861.02 14791.80 30.62
87800 60896.98 26903.02 14791.80 30.64
87900 60954.98 26945.02 14791.80 30.65
88000 61012.98 26987.02 14791.80 30.66
88100 61070.98 27029.02 14791.80 30.67
88200 61128.98 27071.02 14791.80 30.69
88300 61186.98 27113.02 14791.80 30.70
88400 61244.98 27155.02 14791.80 30.71
88500 61302.98 27197.02 14791.80 30.73
88600 61360.98 27239.02 14791.80 30.74
88700 61418.98 27281.02 14791.80 30.75
88800 61476.98 27323.02 14791.80 30.76
88900 61534.98 27365.02 14791.80 30.78
89000 61592.98 27407.02 14791.80 30.79
89100 61650.98 27449.02 14791.80 30.80
89200 61708.98 27491.02 14791.80 30.81
89300 61766.98 27533.02 14791.80 30.83
89400 61824.98 27575.02 14791.80 30.84
89500 61882.98 27617.02 14791.80 30.85
89600 61940.98 27659.02 14791.80 30.86
89700 61998.98 27701.02 14791.80 30.88
89800 62056.98 27743.02 14791.80 30.89
89900 62114.98 27785.02 14791.80 30.90
90000 62172.98 27827.02 14791.80 30.91
90100 62230.98 27869.02 14791.80 30.93
90200 62288.98 27911.02 14791.80 30.94
90300 62346.98 27953.02 14791.80 30.95
90400 62404.98 27995.02 14791.80 30.96
90500 62462.98 28037.02 14791.80 30.98
90600 62520.98 28079.02 14791.80 30.99
90700 62578.98 28121.02 14791.80 31.00
90800 62636.98 28163.02 14791.80 31.01
90900 62694.98 28205.02 14791.80 31.02
91000 62752.98 28247.02 14791.80 31.04
91100 62810.98 28289.02 14791.80 31.05
91200 62868.98 28331.02 14791.80 31.06
91300 62926.98 28373.02 14791.80 31.07
91400 62984.98 28415.02 14791.80 31.08
91500 63042.98 28457.02 14791.80 31.10
91600 63100.98 28499.02 14791.80 31.11
91700 63158.98 28541.02 14791.80 31.12
91800 63216.98 28583.02 14791.80 31.13
91900 63274.98 28625.02 14791.80 31.14
92000 63332.98 28667.02 14791.80 31.15
92100 63390.98 28709.02 14791.80 31.17
92200 63448.98 28751.02 14791.80 31.18
92300 63506.98 28793.02 14791.80 31.19
92400 63564.98 28835.02 14791.80 31.20
92500 63622.98 28877.02 14791.80 31.21
92600 63680.98 28919.02 14791.80 31.23
92700 63738.98 28961.02 14791.80 31.24
92800 63796.98 29003.02 14791.80 31.25
92900 63854.98 29045.02 14791.80 31.26
93000 63912.98 29087.02 14791.80 31.27
93100 63970.98 29129.02 14791.80 31.28
93200 64028.98 29171.02 14791.80 31.29
93300 64086.98 29213.02 14791.80 31.31
93400 64144.98 29255.02 14791.80 31.32
93500 64202.98 29297.02 14791.80 31.33
93600 64260.98 29339.02 14791.80 31.34
93700 64318.98 29381.02 14791.80 31.35
93800 64376.98 29423.02 14791.80 31.36
93900 64434.98 29465.02 14791.80 31.37
94000 64492.98 29507.02 14791.80 31.39
94100 64550.98 29549.02 14791.80 31.40
94200 64608.98 29591.02 14791.80 31.41
94300 64666.98 29633.02 14791.80 31.42
94400 64724.98 29675.02 14791.80 31.43
94500 64782.98 29717.02 14791.80 31.44
94600 64840.98 29759.02 14791.80 31.45
94700 64898.98 29801.02 14791.80 31.46
94800 64956.98 29843.02 14791.80 31.47
94900 65014.98 29885.02 14791.80 31.49
95000 65072.98 29927.02 14791.80 31.50
95100 65130.98 29969.02 14791.80 31.51
95200 65188.98 30011.02 14791.80 31.52
95300 65246.98 30053.02 14791.80 31.53
95400 65304.98 30095.02 14791.80 31.54
95500 65362.98 30137.02 14791.80 31.55
95600 65420.98 30179.02 14791.80 31.56
95700 65478.98 30221.02 14791.80 31.57
95800 65536.98 30263.02 14791.80 31.58
95900 65594.98 30305.02 14791.80 31.60
96000 65652.98 30347.02 14791.80 31.61
96100 65710.98 30389.02 14791.80 31.62
96200 65768.98 30431.02 14791.80 31.63
96300 65826.98 30473.02 14791.80 31.64
96400 65884.98 30515.02 14791.80 31.65
96500 65942.98 30557.02 14791.80 31.66
96600 66000.98 30599.02 14791.80 31.67
96700 66058.98 30641.02 14791.80 31.68
96800 66116.98 30683.02 14791.80 31.69
96900 66174.98 30725.02 14791.80 31.70
97000 66232.98 30767.02 14791.80 31.71
97100 66290.98 30809.02 14791.80 31.72
97200 66348.98 30851.02 14791.80 31.73
97300 66406.98 30893.02 14791.80 31.75
97400 66464.98 30935.02 14791.80 31.76
97500 66522.98 30977.02 14791.80 31.77
97600 66580.98 31019.02 14791.80 31.78
97700 66638.98 31061.02 14791.80 31.79
97800 66696.98 31103.02 14791.80 31.80
97900 66754.98 31145.02 14791.80 31.81
98000 66812.98 31187.02 14791.80 31.82
98100 66870.98 31229.02 14791.80 31.83
98200 66928.98 31271.02 14791.80 31.84
98300 66986.98 31313.02 14791.80 31.85
98400 67044.98 31355.02 14791.80 31.86
98500 67102.98 31397.02 14791.80 31.87
98600 67160.98 31439.02 14791.80 31.88
98700 67218.98 31481.02 14791.80 31.89
98800 67276.98 31523.02 14791.80 31.90
98900 67334.98 31565.02 14791.80 31.91
99000 67392.98 31607.02 14791.80 31.92
99100 67450.98 31649.02 14791.80 31.93
99200 67508.98 31691.02 14791.80 31.94
99300 67566.98 31733.02 14791.80 31.95
99400 67624.98 31775.02 14791.80 31.96
99500 67682.98 31817.02 14791.80 31.97
99600 67740.98 31859.02 14791.80 31.98
99700 67798.98 31901.02 14791.80 31.99
99800 67856.98 31943.02 14791.80 32.00
99900 67914.98 31985.02 14791.80 32.01
100000 67972.98 32027.02 14791.80 32.02
100100 68030.98 32069.02 14791.80 32.03
100200 68088.98 32111.02 14791.80 32.04
100300 68146.98 32153.02 14791.80 32.05
100400 68204.98 32195.02 14791.80 32.06
100500 68262.98 32237.02 14791.80 32.07
100600 68320.98 32279.02 14791.80 32.08
100700 68378.98 32321.02 14791.80 32.09
100800 68436.98 32363.02 14791.80 32.10
100900 68494.98 32405.02 14791.80 32.11
101000 68552.98 32447.02 14791.80 32.12
101100 68610.98 32489.02 14791.80 32.13
101200 68668.98 32531.02 14791.80 32.14
101300 68726.98 32573.02 14791.80 32.15
101400 68784.98 32615.02 14791.80 32.16
101500 68842.98 32657.02 14791.80 32.17
101600 68900.98 32699.02 14791.80 32.18
101700 68958.98 32741.02 14791.80 32.19
101800 69016.98 32783.02 14791.80 32.20
101900 69074.98 32825.02 14791.80 32.21
102000 69132.98 32867.02 14791.80 32.22
102100 69190.98 32909.02 14791.80 32.23
102200 69248.98 32951.02 14791.80 32.24
102300 69306.98 32993.02 14791.80 32.25
102400 69364.98 33035.02 14791.80 32.26
102500 69422.98 33077.02 14791.80 32.27
102600 69480.98 33119.02 14791.80 32.27
102700 69538.98 33161.02 14791.80 32.28
102800 69596.98 33203.02 14791.80 32.29
102900 69654.98 33245.02 14791.80 32.30
103000 69712.98 33287.02 14791.80 32.31
103100 69770.98 33329.02 14791.80 32.32
103200 69828.98 33371.02 14791.80 32.33
103300 69886.98 33413.02 14791.80 32.34
103400 69944.98 33455.02 14791.80 32.35
103500 70002.98 33497.02 14791.80 32.36
103600 70060.98 33539.02 14791.80 32.37
103700 70118.98 33581.02 14791.80 32.38
103800 70176.98 33623.02 14791.80 32.39
103900 70234.98 33665.02 14791.80 32.40
104000 70292.98 33707.02 14791.80 32.41
104100 70350.98 33749.02 14791.80 32.41
104200 70408.98 33791.02 14791.80 32.42
104300 70466.98 33833.02 14791.80 32.43
104400 70524.98 33875.02 14791.80 32.44
104500 70582.98 33917.02 14791.80 32.45
104600 70640.98 33959.02 14791.80 32.46
104700 70698.98 34001.02 14791.80 32.47
104800 70756.98 34043.02 14791.80 32.48
104900 70814.98 34085.02 14791.80 32.49
105000 70872.98 34127.02 14791.80 32.50
105100 70930.98 34169.02 14791.80 32.51
105200 70988.98 34211.02 14791.80 32.51
105300 71046.98 34253.02 14791.80 32.52
105400 71104.98 34295.02 14791.80 32.53
105500 71162.98 34337.02 14791.80 32.54
105600 71220.98 34379.02 14791.80 32.55
105700 71278.98 34421.02 14791.80 32.56
105800 71336.98 34463.02 14791.80 32.57
105900 71394.98 34505.02 14791.80 32.58
106000 71452.98 34547.02 14791.80 32.59
106100 71510.98 34589.02 14791.80 32.60
106200 71568.98 34631.02 14791.80 32.60
106300 71626.98 34673.02 14791.80 32.61
106400 71684.98 34715.02 14791.80 32.62
106500 71742.98 34757.02 14791.80 32.63
106600 71800.98 34799.02 14791.80 32.64
106700 71858.98 34841.02 14791.80 32.65
106800 71916.98 34883.02 14791.80 32.66
106900 71974.98 34925.02 14791.80 32.67
107000 72032.98 34967.02 14791.80 32.67
107100 72090.98 35009.02 14791.80 32.68
107200 72148.98 35051.02 14791.80 32.69
107300 72206.98 35093.02 14791.80 32.70
107400 72264.98 35135.02 14791.80 32.71
107500 72322.98 35177.02 14791.80 32.72
107600 72380.98 35219.02 14791.80 32.73
107700 72438.98 35261.02 14791.80 32.74
107800 72496.98 35303.02 14791.80 32.74
107900 72554.98 35345.02 14791.80 32.75
108000 72612.98 35387.02 14791.80 32.76
108100 72670.98 35429.02 14791.80 32.77
108200 72728.98 35471.02 14791.80 32.78
108300 72786.98 35513.02 14791.80 32.79
108400 72844.98 35555.02 14791.80 32.79
108500 72902.98 35597.02 14791.80 32.80
108600 72960.98 35639.02 14791.80 32.81
108700 73018.98 35681.02 14791.80 32.82
108800 73076.98 35723.02 14791.80 32.83
108900 73134.98 35765.02 14791.80 32.84
109000 73192.98 35807.02 14791.80 32.85
109100 73250.98 35849.02 14791.80 32.85
109200 73308.98 35891.02 14791.80 32.86
109300 73366.98 35933.02 14791.80 32.87
109400 73424.98 35975.02 14791.80 32.88
109500 73482.98 36017.02 14791.80 32.89
109600 73540.98 36059.02 14791.80 32.90
109700 73598.98 36101.02 14791.80 32.90
109800 73656.98 36143.02 14791.80 32.91
109900 73714.98 36185.02 14791.80 32.92
110000 73772.98 36227.02 14791.80 32.93
110100 73830.98 36269.02 14791.80 32.94
110200 73888.98 36311.02 14791.80 32.95
110300 73946.98 36353.02 14791.80 32.95
110400 74004.98 36395.02 14791.80 32.96
110500 74062.98 36437.02 14791.80 32.97
110600 74120.98 36479.02 14791.80 32.98
110700 74178.98 36521.02 14791.80 32.99
110800 74236.98 36563.02 14791.80 32.99
110900 74294.98 36605.02 14791.80 33.00
111000 74352.98 36647.02 14791.80 33.01
111100 74410.98 36689.02 14791.80 33.02
111200 74468.98 36731.02 14791.80 33.03
111300 74526.98 36773.02 14791.80 33.03
111400 74584.98 36815.02 14791.80 33.04
111500 74642.98 36857.02 14791.80 33.05
111600 74700.98 36899.02 14791.80 33.06
111700 74758.98 36941.02 14791.80 33.07
111800 74816.98 36983.02 14791.80 33.07
111900 74874.98 37025.02 14791.80 33.08
112000 74932.98 37067.02 14791.80 33.09
112100 74990.98 37109.02 14791.80 33.10
112200 75048.98 37151.02 14791.80 33.11
112300 75106.98 37193.02 14791.80 33.11
112400 75164.98 37235.02 14791.80 33.12
112500 75222.98 37277.02 14791.80 33.13
112600 75280.98 37319.02 14791.80 33.14
112700 75338.98 37361.02 14791.80 33.15
112800 75396.98 37403.02 14791.80 33.15
112900 75454.98 37445.02 14791.80 33.16
113000 75512.98 37487.02 14791.80 33.17
113100 75570.98 37529.02 14791.80 33.18
113200 75628.98 37571.02 14791.80 33.18
113300 75686.98 37613.02 14791.80 33.19
113400 75744.98 37655.02 14791.80 33.20
113500 75802.98 37697.02 14791.80 33.21
113600 75860.98 37739.02 14791.80 33.22
113700 75918.98 37781.02 14791.80 33.22
113800 75976.98 37823.02 14791.80 33.23
113900 76034.98 37865.02 14791.80 33.24
114000 76092.98 37907.02 14791.80 33.25
114100 76150.98 37949.02 14791.80 33.25
114200 76208.98 37991.02 14791.80 33.26
114300 76266.98 38033.02 14791.80 33.27
114400 76324.98 38075.02 14791.80 33.28
114500 76382.98 38117.02 14791.80 33.28
114600 76440.98 38159.02 14791.80 33.29
114700 76498.98 38201.02 14791.80 33.30
114800 76556.98 38243.02 14791.80 33.31
114900 76614.98 38285.02 14791.80 33.32
115000 76672.98 38327.02 14791.80 33.32
115100 76730.98 38369.02 14791.80 33.33
115200 76788.98 38411.02 14791.80 33.34
115300 76846.98 38453.02 14791.80 33.35
115400 76904.98 38495.02 14791.80 33.35
115500 76962.98 38537.02 14791.80 33.36
115600 77020.98 38579.02 14791.80 33.37
115700 77078.98 38621.02 14791.80 33.38
115800 77136.98 38663.02 14791.80 33.38
115900 77194.98 38705.02 14791.80 33.39
116000 77252.98 38747.02 14791.80 33.40
116100 77310.98 38789.02 14791.80 33.41
116200 77368.98 38831.02 14791.80 33.41
116300 77426.98 38873.02 14791.80 33.42
116400 77484.98 38915.02 14791.80 33.43
116500 77542.98 38957.02 14791.80 33.43
116600 77600.98 38999.02 14791.80 33.44
116700 77658.98 39041.02 14791.80 33.45
116800 77716.98 39083.02 14791.80 33.46
116900 77774.98 39125.02 14791.80 33.46
117000 77832.98 39167.02 14791.80 33.47
117100 77890.98 39209.02 14791.80 33.48
117200 77948.98 39251.02 14791.80 33.49
117300 78006.98 39293.02 14791.80 33.49
117400 78064.98 39335.02 14791.80 33.50
117500 78122.98 39377.02 14791.80 33.51
117600 78180.98 39419.02 14791.80 33.51
117700 78238.98 39461.02 14791.80 33.52
117800 78296.98 39503.02 14791.80 33.53
117900 78354.98 39545.02 14791.80 33.54
118000 78412.98 39587.02 14791.80 33.54
118100 78470.98 39629.02 14791.80 33.55
118200 78528.98 39671.02 14791.80 33.56
118300 78586.98 39713.02 14791.80 33.56
118400 78644.98 39755.02 14791.80 33.57
118500 78702.98 39797.02 14791.80 33.58
118600 78760.98 39839.02 14791.80 33.59
118700 78818.98 39881.02 14791.80 33.59
118800 78876.98 39923.02 14791.80 33.60
118900 78934.98 39965.02 14791.80 33.61
119000 78992.98 40007.02 14791.80 33.61
119100 79050.98 40049.02 14791.80 33.62
119200 79108.98 40091.02 14791.80 33.63
119300 79166.98 40133.02 14791.80 33.64
119400 79224.98 40175.02 14791.80 33.64
119500 79282.98 40217.02 14791.80 33.65
119600 79340.98 40259.02 14791.80 33.66
119700 79398.98 40301.02 14791.80 33.66
119800 79456.98 40343.02 14791.80 33.67
119900 79514.98 40385.02 14791.80 33.68
120000 79572.98 40427.02 14791.80 33.68
120100 79630.98 40469.02 14791.80 33.69
120200 79688.98 40511.02 14791.80 33.70
120300 79746.98 40553.02 14791.80 33.70
120400 79804.98 40595.02 14791.80 33.71
120500 79862.98 40637.02 14791.80 33.72
120600 79920.98 40679.02 14791.80 33.73
120700 79978.98 40721.02 14791.80 33.73
120800 80036.98 40763.02 14791.80 33.74
120900 80094.98 40805.02 14791.80 33.75
121000 80152.98 40847.02 14791.80 33.75
121100 80210.98 40889.02 14791.80 33.76
121200 80268.98 40931.02 14791.80 33.77
121300 80326.98 40973.02 14791.80 33.77
121400 80384.98 41015.02 14791.80 33.78
121500 80442.98 41057.02 14791.80 33.79
121600 80500.98 41099.02 14791.80 33.79
121700 80558.98 41141.02 14791.80 33.80
121800 80616.98 41183.02 14791.80 33.81
121900 80674.98 41225.02 14791.80 33.81
122000 80732.98 41267.02 14791.80 33.82
122100 80790.98 41309.02 14791.80 33.83
122200 80848.98 41351.02 14791.80 33.83
122300 80906.98 41393.02 14791.80 33.84
122400 80964.98 41435.02 14791.80 33.85
122500 81022.98 41477.02 14791.80 33.85
122600 81080.98 41519.02 14791.80 33.86
122700 81138.98 41561.02 14791.80 33.87
122800 81196.98 41603.02 14791.80 33.87
122900 81254.98 41645.02 14791.80 33.88
123000 81312.98 41687.02 14791.80 33.89
123100 81370.98 41729.02 14791.80 33.89
123200 81428.98 41771.02 14791.80 33.90
123300 81486.98 41813.02 14791.80 33.91
123400 81544.98 41855.02 14791.80 33.91
123500 81602.98 41897.02 14791.80 33.92
